user_id,song_id,plays,rating
c231bc806c239b1322421e66fc001822a9b2c2f0,SOCXGXS12A6D4F7792,8,4
c231bc806c239b1322421e66fc001822a9b2c2f0,SOEFRYK12AB0190631,1,2
c231bc806c239b1322421e66fc001822a9b2c2f0,SOFWTVR12A6D4F9A43,6,3
c231bc806c239b1322421e66fc001822a9b2c2f0,SOGOAJS12A58A7A71F,1,2
c231bc806c239b1322421e66fc001822a9b2c2f0,SOGVBXP12A8AE4532B,5,3
c231bc806c239b1322421e66fc001822a9b2c2f0,SOGWJEY12AC9618862,1,2
c231bc806c239b1322421e66fc001822a9b2c2f0,SOHZPIK12A58A7CCAE,1,2
c231bc806c239b1322421e66fc001822a9b2c2f0,SONOUVL12A6310F1D7,1,2
c231bc806c239b1322421e66fc001822a9b2c2f0,SOOQAVD12A8C143C7D,1,2
c231bc806c239b1322421e66fc001822a9b2c2f0,SORNJQU12AB01821FA,3,3
c231bc806c239b1322421e66fc001822a9b2c2f0,SOSROFB12AAF3B4C5D,1,2
c231bc806c239b1322421e66fc001822a9b2c2f0,SOTEGWG12AB01897AC,1,2
c231bc806c239b1322421e66fc001822a9b2c2f0,SOUFMNZ12AB017E757,1,2
c231bc806c239b1322421e66fc001822a9b2c2f0,SOVGGSS12AB0180F74,1,2
c231bc806c239b1322421e66fc001822a9b2c2f0,SOWFLJQ12A58A7A7D8,1,2
fc604c906ec7bb98c494ef7659b0d3dc75503812,SOANPSM12A6D4FAB4C,1,2
fc604c906ec7bb98c494ef7659b0d3dc75503812,SOASEMJ12A8C13C490,1,2
fc604c906ec7bb98c494ef7659b0d3dc75503812,SOBUOEK12A6D4F9908,1,2
fc604c906ec7bb98c494ef7659b0d3dc75503812,SOCIEKH12A6D4F8F77,1,2
fc604c906ec7bb98c494ef7659b0d3dc75503812,SOCWCPW12A8C13C477,1,2
fc604c906ec7bb98c494ef7659b0d3dc75503812,SOCZULS12A8C145B9E,1,2
fc604c906ec7bb98c494ef7659b0d3dc75503812,SODAMRS12A8C142682,1,2
fc604c906ec7bb98c494ef7659b0d3dc75503812,SODFSTL12AB0182450,1,2
fc604c906ec7bb98c494ef7659b0d3dc75503812,SODLLYS12A8C13A96B,1,2
fc604c906ec7bb98c494ef7659b0d3dc75503812,SOEMTTQ12A6D4F990C,1,2
fc604c906ec7bb98c494ef7659b0d3dc75503812,SOEPFOG12A8C13345A,1,2
fc604c906ec7bb98c494ef7659b0d3dc75503812,SOEUTXF12A6D4FC6F8,1,2
fc604c906ec7bb98c494ef7659b0d3dc75503812,SOFVZRE12A8C139783,1,2
fc604c906ec7bb98c494ef7659b0d3dc75503812,SOGDKEK12AF72A193B,1,2
fc604c906ec7bb98c494ef7659b0d3dc75503812,SOGHJWA12A6D4FC6D7,1,2
fc604c906ec7bb98c494ef7659b0d3dc75503812,SOGJPMB12A8C13A9DB,1,2
fc604c906ec7bb98c494ef7659b0d3dc75503812,SOHJACH12AB017F552,1,2
fc604c906ec7bb98c494ef7659b0d3dc75503812,SOHYYKX12A6D4FAE0D,2,2
fc604c906ec7bb98c494ef7659b0d3dc75503812,SOKCLLD12A6310FF8B,2,2
fc604c906ec7bb98c494ef7659b0d3dc75503812,SOKMPDP12AB017BC0D,3,3
fc604c906ec7bb98c494ef7659b0d3dc75503812,SOKWRCB12A670214F5,6,3
fc604c906ec7bb98c494ef7659b0d3dc75503812,SOMJRNY12A6D4FA03E,5,3
fc604c906ec7bb98c494ef7659b0d3dc75503812,SOMLYJD12A58A7B155,5,3
fc604c906ec7bb98c494ef7659b0d3dc75503812,SOMZQDG12AB017C631,4,3
fc604c906ec7bb98c494ef7659b0d3dc75503812,SONAMGX12A8C13545C,5,3
fc604c906ec7bb98c494ef7659b0d3dc75503812,SONEWAX12AB018DD3F,1,2
fc604c906ec7bb98c494ef7659b0d3dc75503812,SOOEAFS12A58A7A616,1,2
fc604c906ec7bb98c494ef7659b0d3dc75503812,SOOEFQC12AB017EFA6,2,2
fc604c906ec7bb98c494ef7659b0d3dc75503812,SOOJJCT12A6310E1C0,1,2
fc604c906ec7bb98c494ef7659b0d3dc75503812,SOPOFBW12AB0187196,1,2
fc604c906ec7bb98c494ef7659b0d3dc75503812,SOPUCYA12A8C13A694,9,4
fc604c906ec7bb98c494ef7659b0d3dc75503812,SOQFEDG12AB018DD24,1,2
fc604c906ec7bb98c494ef7659b0d3dc75503812,SOQIOXQ12AAF3B2A37,1,2
fc604c906ec7bb98c494ef7659b0d3dc75503812,SOSAUVD12A67ADE6AE,1,2
fc604c906ec7bb98c494ef7659b0d3dc75503812,SOTXTXV12A58A7CAD5,1,2
fc604c906ec7bb98c494ef7659b0d3dc75503812,SOUILST12A8C1340CF,1,2
fc604c906ec7bb98c494ef7659b0d3dc75503812,SOUWEJS12AB01868A4,1,2
fc604c906ec7bb98c494ef7659b0d3dc75503812,SOUWQFR12A58A79EFB,2,2
fc604c906ec7bb98c494ef7659b0d3dc75503812,SOVLNGH12AAF3B2A28,1,2
fc604c906ec7bb98c494ef7659b0d3dc75503812,SOWFIFP12A8C13A9EE,3,3
fc604c906ec7bb98c494ef7659b0d3dc75503812,SOWHBBU12A8C1434FE,3,3
fc604c906ec7bb98c494ef7659b0d3dc75503812,SOWQXHG12AB0189D1A,2,2
fc604c906ec7bb98c494ef7659b0d3dc75503812,SOYRVSP12A6D4F907A,1,2
fc604c906ec7bb98c494ef7659b0d3dc75503812,SOZPRJU12A6310E446,2,2
fc604c906ec7bb98c494ef7659b0d3dc75503812,SOZVUCT12A8C1424BE,1,2
1308a501ceac8d48b544e134367c4cac114feb26,SOAEYWC12A8C136620,1,2
1308a501ceac8d48b544e134367c4cac114feb26,SOAGKKA12AB01840B4,1,2
1308a501ceac8d48b544e134367c4cac114feb26,SOALJFL12AB0184FED,1,2
1308a501ceac8d48b544e134367c4cac114feb26,SOAWXHP12AB01840AC,1,2
1308a501ceac8d48b544e134367c4cac114feb26,SOBHYEK12AF72A2B40,1,2
1308a501ceac8d48b544e134367c4cac114feb26,SOBKUCC12A6D4F9E87,1,2
1308a501ceac8d48b544e134367c4cac114feb26,SODQMKI12A6D4F9E85,2,2
1308a501ceac8d48b544e134367c4cac114feb26,SOEFHAF12A6D4FB311,1,2
1308a501ceac8d48b544e134367c4cac114feb26,SOFHCPK12AB0184FF5,1,2
1308a501ceac8d48b544e134367c4cac114feb26,SOFOPGE12A6D4F9E88,2,2
1308a501ceac8d48b544e134367c4cac114feb26,SOGIDTO12A6D4F73E3,1,2
1308a501ceac8d48b544e134367c4cac114feb26,SOGIELI12AB0187C98,1,2
1308a501ceac8d48b544e134367c4cac114feb26,SOGSMZY12AB018409F,1,2
1308a501ceac8d48b544e134367c4cac114feb26,SOJHDIP12AB01852D2,1,2
1308a501ceac8d48b544e134367c4cac114feb26,SOKDFQG12AB0187CA0,1,2
1308a501ceac8d48b544e134367c4cac114feb26,SOKJEYO12AB01840B1,1,2
1308a501ceac8d48b544e134367c4cac114feb26,SOKPPGR12A81C217A7,1,2
1308a501ceac8d48b544e134367c4cac114feb26,SOLEUIG12A6D4F9E8A,1,2
1308a501ceac8d48b544e134367c4cac114feb26,SOORKXG12A81C217A2,1,2
1308a501ceac8d48b544e134367c4cac114feb26,SOQMXLZ12AB0187CA5,1,2
1308a501ceac8d48b544e134367c4cac114feb26,SORDWGC12AB01840A3,1,2
1308a501ceac8d48b544e134367c4cac114feb26,SOUONXA12AB018409A,1,2
1308a501ceac8d48b544e134367c4cac114feb26,SOVZPAN12AB0184FF9,1,2
1308a501ceac8d48b544e134367c4cac114feb26,SOYEJOE12AF72A6173,1,2
d605b7fe1645e05ff094b364b603456ce8126643,SOAOAWR12A58A7B7BE,2,2
d605b7fe1645e05ff094b364b603456ce8126643,SOCNPTC12A8C144911,2,2
d605b7fe1645e05ff094b364b603456ce8126643,SOCVBFV12A6701FB94,1,2
d605b7fe1645e05ff094b364b603456ce8126643,SODJQUS12A6701D1D3,2,2
d605b7fe1645e05ff094b364b603456ce8126643,SODPURK12A6D4F6587,1,2
d605b7fe1645e05ff094b364b603456ce8126643,SOESZWS12A6D4F910C,1,2
d605b7fe1645e05ff094b364b603456ce8126643,SOGUEPW12A6D4F7D86,1,2
d605b7fe1645e05ff094b364b603456ce8126643,SOHDQMI12A6D4F9A77,2,2
d605b7fe1645e05ff094b364b603456ce8126643,SOHEKND12A8AE481D0,2,2
d605b7fe1645e05ff094b364b603456ce8126643,SOHLLRP12A6701F2F4,2,2
d605b7fe1645e05ff094b364b603456ce8126643,SOHTQAS12A6701C7BA,1,2
d605b7fe1645e05ff094b364b603456ce8126643,SOIPYPB12A8C1360D4,3,3
d605b7fe1645e05ff094b364b603456ce8126643,SOJAPZB12A8C145149,1,2
d605b7fe1645e05ff094b364b603456ce8126643,SOJNNUA12A8AE48C7A,3,3
d605b7fe1645e05ff094b364b603456ce8126643,SOJTEOO12A6D4FDB95,1,2
d605b7fe1645e05ff094b364b603456ce8126643,SOLXTXN12AB018238A,3,3
d605b7fe1645e05ff094b364b603456ce8126643,SONBLCG12A8AE46347,1,2
d605b7fe1645e05ff094b364b603456ce8126643,SONIAKP12A8C130514,2,2
d605b7fe1645e05ff094b364b603456ce8126643,SONQBUB12A6D4F8ED0,3,3
d605b7fe1645e05ff094b364b603456ce8126643,SOODWNJ12AC4688DA4,2,2
d605b7fe1645e05ff094b364b603456ce8126643,SOPBZAX12AB018D8E5,3,3
d605b7fe1645e05ff094b364b603456ce8126643,SOPQLBY12A6310E992,1,2
d605b7fe1645e05ff094b364b603456ce8126643,SOSTLLM12A81C21647,1,2
d605b7fe1645e05ff094b364b603456ce8126643,SOUOCRG12A67AE0E17,2,2
d605b7fe1645e05ff094b364b603456ce8126643,SOUVDUK12A8AE489A3,2,2
d605b7fe1645e05ff094b364b603456ce8126643,SOVJEKI12A6D4F6570,2,2
d605b7fe1645e05ff094b364b603456ce8126643,SOVVBWG12A6D4F9862,1,2
d605b7fe1645e05ff094b364b603456ce8126643,SOXGBHE12A6701DEE6,3,3
d605b7fe1645e05ff094b364b603456ce8126643,SOXIYJK12A6D4F8934,1,2
d605b7fe1645e05ff094b364b603456ce8126643,SOZYSDT12A8C13BFD7,1,2
99dd788445b253f1632ad448be5661567af9f733,SOAFABR12AF729DC82,1,2
99dd788445b253f1632ad448be5661567af9f733,SOBVQHX12A6D4F6197,1,2
99dd788445b253f1632ad448be5661567af9f733,SOCEVGB12A8C140286,2,2
99dd788445b253f1632ad448be5661567af9f733,SOIOSZA12A8C135CF7,1,2
99dd788445b253f1632ad448be5661567af9f733,SOJIYAT12A81C1F9C3,1,2
99dd788445b253f1632ad448be5661567af9f733,SOJSDUF12A8C135D04,1,2
99dd788445b253f1632ad448be5661567af9f733,SOMALXJ12A6D4F81D3,4,3
99dd788445b253f1632ad448be5661567af9f733,SOQDYRL12A8C13211D,1,2
99dd788445b253f1632ad448be5661567af9f733,SORDQYK12AB01845C7,1,2
99dd788445b253f1632ad448be5661567af9f733,SOSJAMD12AB017E3A6,1,2
99dd788445b253f1632ad448be5661567af9f733,SOVDSJC12A58A7A271,1,2
99dd788445b253f1632ad448be5661567af9f733,SOWRTJD12A8C132704,1,2
99dd788445b253f1632ad448be5661567af9f733,SOWYCCS12A58A7A02B,1,2
99dd788445b253f1632ad448be5661567af9f733,SOXDPEP12AB0180E1E,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOADKOB12AB017DB36,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOAIILB12A58A776F7,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOAJXWO12A8C1436D0,2,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOALRMF12A8C1436A7,2,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOAMQFH12AB017DB51,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOBXRCM12A6D4F9835,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOCEMSF12A8C145464,2,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOCFJWH12A8C13A103,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOCVFCV12A8C140C4E,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SODJNDO12A8C13A0C0,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SODJWHY12A8C142CCE,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SODUANR12A6D4F5036,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SODWUBY12A6D4F8E8A,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOEGITK12A8C13D8AC,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOEJQOM12A8C13D882,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOEQJBS12A8AE475A4,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOEYYLH12A8C1330FE,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOFEJPJ12A8C145455,2,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOFEVTB12A8C14075F,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOFGJCW12AF72A812D,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOFMWSD12A8C13CE54,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOFOYKG12A8C133122,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOFRQTD12A81C233C0,4,3
74174112ddb176f6e3dbf8879d49678308d47ec8,SOFVUHW12A8C133115,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOFYPWU12A81C23213,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOGCBQL12A67ADE302,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOGFFET12A58A7ECA9,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOGGVUA12A8C1454BE,2,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOHFFVC12AB0184DDB,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOHXSEH12A67020A2D,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOICZOV12A8C13C88C,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOIHEZR12AB0182B79,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOIHOIQ12A8C138593,2,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOINZOY12A8C142CDD,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOIYWPZ12A81C204EF,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOJAAYY12A8C13E631,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOJUYDG12A8C1345FF,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOKUECJ12A6D4F6129,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOKUPAO12AB018D576,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOLFUFN12A8C13CE5D,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOLHEHV12A8C13ECB2,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOLMARC12A8C13FC61,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOLRSET12A8C13C727,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOMCRNC12A8C13ECB5,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOMNPDL12A8C13CE62,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOMSDRH12A8C13D889,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SONJNEQ12A6D4F9EB6,5,3
74174112ddb176f6e3dbf8879d49678308d47ec8,SONNSYV12A8C146BEC,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SONPXXT12A81C21A76,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOOECND12A8C13A0EA,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOORHZJ12A8C13BD3D,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOOWVNN12A8C140775,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOOXQVG12AB017FF6B,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOOYHDP12A6701CDC7,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOPREHY12AB01815F9,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOQGOHE12A8C143075,2,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOQMUGW12AF72A8B9B,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOQWPLY12A81C2251B,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SORBFSM12A8C13FEF4,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SORRYFP12A8C13A08D,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOSELMV12A6D4FCF5A,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOSINBC12A67ADAEF6,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOSZESM12AB01810BF,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOTGKTG12AB0189D2E,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOTJPUL12A8C133126,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOTLVCL12AB0182D22,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOTMHNK12A8151CC01,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOUEAAS12A8C133106,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOUHJLN12A8C13CE52,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOUKMKR12A8C141925,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOUOEMP12A8C13866E,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOVGWOO12A5891F805,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOWADCQ12A8C13311C,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOWQLXP12AF72A08A2,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOWVUXX12A8C13D892,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOXCGSM12A8C13BD85,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOXEUDZ12A8C13145B,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOXLWPN12A8C143667,3,3
74174112ddb176f6e3dbf8879d49678308d47ec8,SOYRAHL12A6310D821,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOZDIGV12A8C13A9DA,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOZIMVJ12AF72A8B9C,1,2
74174112ddb176f6e3dbf8879d49678308d47ec8,SOZNSDT12A8C13CE48,2,2
162707f306224e61b19dd6152df756fa64a7b82d,SOBNBWX12A8C13E6BA,1,2
162707f306224e61b19dd6152df756fa64a7b82d,SOCURNW12A67AE1109,1,2
162707f306224e61b19dd6152df756fa64a7b82d,SODPCMA12A6D4FC1E8,1,2
162707f306224e61b19dd6152df756fa64a7b82d,SODXBQD12A6BD55D57,1,2
162707f306224e61b19dd6152df756fa64a7b82d,SOEYYLH12A8C1330FE,4,3
162707f306224e61b19dd6152df756fa64a7b82d,SOFLLNJ12A6D4FA78A,1,2
162707f306224e61b19dd6152df756fa64a7b82d,SOFOYKG12A8C133122,2,2
162707f306224e61b19dd6152df756fa64a7b82d,SOFVUHW12A8C133115,2,2
162707f306224e61b19dd6152df756fa64a7b82d,SOGEOIS12A8C13F561,1,2
162707f306224e61b19dd6152df756fa64a7b82d,SOGJFUU12A8AE47D26,2,2
162707f306224e61b19dd6152df756fa64a7b82d,SOIZIME12A6D4FA78F,1,2
162707f306224e61b19dd6152df756fa64a7b82d,SOJHNFL12A8C13DE26,2,2
162707f306224e61b19dd6152df756fa64a7b82d,SOMCPUY12A81C2399A,5,3
162707f306224e61b19dd6152df756fa64a7b82d,SOMUCFP12A6701F28E,2,2
162707f306224e61b19dd6152df756fa64a7b82d,SONLSEV12A6702077A,1,2
162707f306224e61b19dd6152df756fa64a7b82d,SONQQMT12A8C13711A,1,2
162707f306224e61b19dd6152df756fa64a7b82d,SOODDPL12A8C13720A,1,2
162707f306224e61b19dd6152df756fa64a7b82d,SOPKQMX12A8C13D068,3,3
162707f306224e61b19dd6152df756fa64a7b82d,SOQSAXT12A58A7BC3B,1,2
162707f306224e61b19dd6152df756fa64a7b82d,SORGVYS12A8AE48882,2,2
162707f306224e61b19dd6152df756fa64a7b82d,SORQJVE12AB018184F,2,2
162707f306224e61b19dd6152df756fa64a7b82d,SOSVDRD12A67ADAEF1,1,2
162707f306224e61b19dd6152df756fa64a7b82d,SOTJPUL12A8C133126,1,2
162707f306224e61b19dd6152df756fa64a7b82d,SOUEAAS12A8C133106,1,2
162707f306224e61b19dd6152df756fa64a7b82d,SOUXEHR12A8C13F516,1,2
162707f306224e61b19dd6152df756fa64a7b82d,SOUXPBY12AF72AD052,2,2
162707f306224e61b19dd6152df756fa64a7b82d,SOVBNZQ12A6D4F9CB1,1,2
162707f306224e61b19dd6152df756fa64a7b82d,SOVMKPG12A8C134D08,3,3
162707f306224e61b19dd6152df756fa64a7b82d,SOXEUDZ12A8C13145B,3,3
162707f306224e61b19dd6152df756fa64a7b82d,SOYSZTO12A8C139972,1,2
4b0fac394ae709c2ebd30306121e81d4fa6a44c4,SOAAWEE12A6D4FBEC8,1,2
4b0fac394ae709c2ebd30306121e81d4fa6a44c4,SOBDMPR12A8A9D5A32,1,2
4b0fac394ae709c2ebd30306121e81d4fa6a44c4,SOBOUPA12A6D4F81F1,5,3
4b0fac394ae709c2ebd30306121e81d4fa6a44c4,SOBRWCB12A6D4FB47F,1,2
4b0fac394ae709c2ebd30306121e81d4fa6a44c4,SOBXVNE12A8C131DBA,2,2
4b0fac394ae709c2ebd30306121e81d4fa6a44c4,SOCJWZY12A67021D18,1,2
4b0fac394ae709c2ebd30306121e81d4fa6a44c4,SODQJQF12A8C137B17,1,2
4b0fac394ae709c2ebd30306121e81d4fa6a44c4,SOEPEGW12AF72A281A,1,2
4b0fac394ae709c2ebd30306121e81d4fa6a44c4,SOGTXWE12AC4687F2D,1,2
4b0fac394ae709c2ebd30306121e81d4fa6a44c4,SOHTKMO12AB01843B0,3,3
4b0fac394ae709c2ebd30306121e81d4fa6a44c4,SOHYSXA12AB0186704,1,2
4b0fac394ae709c2ebd30306121e81d4fa6a44c4,SOIEBXT12A8C1341E1,3,3
